3,1-0,7
0,4-0,0
0,5-0,2
3,6-0,1
1,7-0,0
0,8-0,0
3,8-0,0
2,8-0,0
2,9-0,0
2,0-2,217
2,0-3,217
2,0-0,217
2,0-1,217
2,0-6,217
2,0-7,217
2,0-4,217
2,0-5,217
2,0-8,217
2,0-9,217
2,0-10,217
2,0-13,217
2,0-14,217
2,0-11,217
2,0-12,217
2,0-17,217
2,0-18,217
2,0-15,217
2,0-16,217
2,0-19,217
1,0-2,221
1,0-1,221
1,0-4,221
1,0-3,221
1,0-0,221
1,0-9,221
1,0-6,221
1,0-5,221
1,0-8,221
1,0-7,221
1,0-10,221
1,0-15,222
1,0-14,222
1,0-17,222
1,0-16,222
1,0-19,222
1,0-18,222
1,0-11,222
1,0-13,222
1,0-12,222
0,0-19,224
0,0-18,224
0,0-17,224
0,0-16,224
0,0-15,224
0,0-14,224
0,0-13,224
0,0-12,224
0,0-11,224
0,0-10,224
0,0-1,224
0,0-0,224
0,0-3,224
0,0-2,224
0,0-5,224
0,0-4,224
0,0-7,224
0,0-6,224
0,0-9,224
0,0-8,224
3,0-16,225
3,0-17,225
3,0-18,225
3,0-19,225
3,0-12,225
3,0-13,225
3,0-14,225
3,0-15,225
3,0-10,225
3,0-11,225
3,0-1,225
3,0-2,225
3,0-0,225
3,0-9,225
3,0-7,225
3,0-8,225
3,0-5,225
3,0-6,225
3,0-3,225
3,0-4,225
2,10-0,0
1,1-19,204
1,1-17,204
1,1-18,204
1,1-15,204
1,1-16,204
1,1-13,204
1,1-14,204
1,1-11,204
1,1-12,204
1,1-10,204
1,1-8,204
1,1-9,204
1,1-4,204
1,1-5,204
1,1-6,204
1,1-7,204
1,1-0,204
1,1-1,204
1,1-2,204
1,1-3,204
0,1-10,205
0,1-11,205
0,1-12,205
0,1-13,205
0,1-18,205
0,1-19,205
0,1-14,205
0,1-15,205
0,1-16,205
0,1-17,205
0,1-4,205
0,1-3,205
0,1-2,205
0,1-1,205
0,1-0,205
0,1-9,205
0,1-8,205
0,1-7,205
0,1-6,205
0,1-5,205
2,1-15,213
2,1-14,213
2,1-13,213
2,1-12,213
2,1-11,213
2,1-10,213
2,1-19,213
2,1-18,213
2,1-17,213
2,1-16,213
2,1-3,213
2,1-4,213
2,1-5,213
2,1-6,213
2,1-7,213
2,1-8,213
2,1-9,213
2,1-0,213
2,1-1,213
2,1-2,213
3,11-0,0
1,2-11,214
1,2-10,214
1,2-15,214
1,2-14,214
1,2-13,214
1,2-12,214
1,2-19,214
1,2-18,214
1,2-17,214
1,2-16,214
1,2-1,214
1,2-2,214
1,2-0,214
1,2-5,214
1,2-6,214
1,2-3,214
1,2-4,214
1,2-9,214
1,2-7,214
1,2-8,214
3,2-0,218
3,2-9,218
3,2-4,218
3,2-3,218
3,2-2,218
3,2-1,218
3,2-8,218
3,2-7,218
3,2-6,218
3,2-5,218
3,2-15,218
3,2-14,218
3,2-17,218
3,2-16,218
3,2-11,218
3,2-10,218
3,2-13,218
3,2-12,218
3,2-19,218
3,2-18,218
2,2-17,219
2,2-18,219
2,2-19,219
2,2-13,219
2,2-14,219
2,2-15,219
2,2-16,219
2,2-10,219
2,2-11,219
2,2-12,219
1,12-0,0
3,12-0,0
2,2-0,219
2,2-1,219
2,2-8,219
2,2-9,219
2,2-6,219
2,2-7,219
2,2-4,219
2,2-5,219
2,2-2,219
2,2-3,219
0,2-16,221
0,2-15,221
0,2-18,221
0,2-17,221
0,2-19,221
0,2-10,221
0,2-12,221
0,2-11,221
0,2-14,221
0,2-13,221
2,12-0,0
0,2-9,221
0,2-8,221
0,2-5,221
0,2-4,221
0,2-7,221
0,2-6,221
0,2-1,221
0,2-0,221
0,2-3,221
0,2-2,221
2,3-11,206
2,3-10,206
2,3-13,206
2,3-12,206
2,3-15,206
2,3-14,206
2,3-17,206
2,3-16,206
2,3-19,206
2,3-18,206
2,3-5,206
2,3-6,206
2,3-7,206
2,3-8,206
2,3-1,206
2,3-2,206
2,3-3,206
2,3-4,206
2,3-9,206
2,3-0,206
1,3-16,218
1,3-15,218
1,3-14,218
1,3-13,218
1,3-12,218
1,3-11,218
1,3-10,218
1,3-19,218
1,3-18,218
1,3-17,218
1,3-2,218
1,3-3,218
1,3-4,218
1,3-5,218
1,3-6,218
1,3-7,218
1,3-8,218
1,3-9,218
1,3-0,218
1,3-1,218
3,3-9,219
3,3-8,219
3,3-1,219
3,3-0,219
3,3-3,219
3,3-2,219
3,3-5,219
3,3-4,219
3,3-7,219
3,3-6,219
3,13-0,0
3,3-19,219
3,3-13,219
